content
"House ambassador @AnyaTaylorJoy made a stunning appearance on the cover of @BazaarUK wearing a red tiered dress from the Andalusian inspired  #DiorCruise 2023 collection by Maria Grazia Chiuri.
#StarsinDior https://t.co/nEk0vtihoI"
Discover the opulent #DiorMaison table settings designed by Cordelia de Castellane for a dinner at Kensington Palace commemorating the 'Fabulous World of Dior' at @Harrods. Tables were adorned with gingerbread figurines and gold Cannage porcelain plates for a decadent display. https://t.co/BZSzGCM5op
"Actor @NicholasHoult attended the premiere of his new @TheMenuFilm in a look comprised of complimentary neutral tones from the Dior men's Summer 2023 collection by Kim Jones.
#StarsinDior https://t.co/HzcxRfuKXE"
"To celebrate the 'Fabulous World of Dior' pop-up at @Harrods, a lunch was organized with exceptional table settings from Dior Maison with the 'Rêve d’infini' motif by Pietro Ruffo, created for #DiorCruise 2023 by Maria Grazia Chiuri. 
#HarrodsChristmas https://t.co/8r2Bq27GT2"
"Coveted accessories are on display at @Harrods with dazzling #DiorHorlogerie and #DiorJoaillerie jewels by Victoire de Castellane. Visit now to see new pieces from the 'La Rose Dior' collection and other sparkling creations until January 3, 2023! #HarrodsChristmas https://t.co/wuSCSHrF7P"
"Sneakers, saddle bags, totes and hats — tap the cards to explore new pieces from #DiorSpring23."
Discover the #BabyDior Spring 2023 by Cordelia de Castellane now! The best way to shine bright is with Dior's lucky star motif that pairs with classic accessories to make looks that are playful yet practical. Tap on the cards to discover more about the Baby Dior universe!
"House friend Isabelle Huppert attended the #MarrakechFestival wearing a Dior Haute Couture Spring-Summer 2018 tuxedo by Maria Grazia Chiuri and dazzling Rose Dior Bagatelle jewelry by Victoire de Castellane.
#StarsinDior https://t.co/Xm14j75XO1"
"The #DiorSpring23 campaign https://t.co/NMubAEx9OP, featuring Robert Pattinson, is all about contrasts. Whether polished or a bit undone, every look is crafted with the same high caliber of tailoring and architecture for which the House is known. https://t.co/tMOOHZISbb"
"@ThusoMbedu We're happy to make your princess dreams come true, Thuso! Looking forward to making more memories together 🤍"
The classic elegance of the #DiorSpring23 collection by Kim Jones comes to life with a vibrant campaign starring Robert Pattinson. The crisp tailoring of menswear pieces emerges to the forefront to showcase the timeless essentials. Tap on the card to discover the full collection.
No one wears a suit like Dior ambassador Robert Pattinson — particularly if it's crafted with the highest level of tailoring from the #DiorSpring23 collection https://t.co/NMubAEx9OP. https://t.co/TOroE6nsei
"The Dior men's Spring 2023 collection by Kim Jones is now available to shop online and in your nearest Dior boutique. Embodying a bold fusion of tailoring and sportswear codes, discover the line ahead of the holiday season."
"Introducing the #DiorSpring23 campaign https://t.co/NMubAEx9OP featuring Robert Pattinson — a casual but elegant collection featuring sportswear, expert tailoring, and new takes on classic accessories, like the Dior Saddle bag. https://t.co/eIUHAGlNQp"
"In intricately embroidered lace dresses, singer @PoppyAjudha and actress Jessica Henwick both wore looks from the #DiorCruise 2023 collection by Maria Grazia Chiuri to attend the 'Fabulous World of Dior' @Harrods opening.
#StarsinDior https://t.co/lo77mHWOwv"
"Actors Eddie Redmayne and Michael Ward made a dashing appearance at the 'Fabulous World of Dior' @Harrods opening wearing a black notch lapel oblique suit and a navy striped peak lapel double breasted suit by Kim Jones respectively.
#StarsinDior https://t.co/F2Bhu2ZtLp"
"The #BabyDior Spring 2023 collection by Cordelia de Castellane is now out! Celebrate your inner sparkle with glittering pieces that add pops of pink. To discover more about the Baby Dior universe, join us on Instagram https://t.co/75AUQJuuL9! https://t.co/0pa9MJUGOm"
"An emblematic House code gets reimagined exclusively at the @Harrods pop-up store for a look fit for the winter season! The #CDDiamond motif embraces a green hue specially created for this event. Join us at Harrods for more! 
#HarrodsChristmas"
"Dior ambassador @EmmaRaducanu wore a #DiorSS23 floral embroidered black dress by Maria Grazia Chiuri to cut the opening ribbon of the ‘Fabulous World of Dior’ pop-up at @Harrods. 
#StarsinDior https://t.co/W2zXpdZVZr"
"The abundant cheer of the holidays is echoed through exclusive designs dreamed by Maria Grazia Chiuri especially for the 'Fabulous World of Dior' at @Harrods! Tap on the cards to discover more about the reimagined icons like the Dior Saddle and Dior Book Tote.
#HarrodsChristmas"
"Actress and House ambassador @AnyaTaylorJoy wore a look reminiscent of the Renaissance in a #DiorSS23 ivory lace top and crinoline skirt by Maria Grazia Chiuri for her attendance at the Harper’s Bazaar Women of the Year Awards. 
#StarsinDior https://t.co/NP8PHj2anN"
"To attend the @Guggenheim International Gala, @ThusoMbedu wore a #DiorCouture Autumn-Winter 2022 dress in beige cotton canvas embroidered with a black foliage pattern complimented by her Dior Beauty look. Swipe to see the savoir-faire behind the actress's look.
#StarsinDior https://t.co/S2V10K3jjh"
"Actress @NinaDobrev wore a #DiorAW22 printed silk taffeta dress by Maria Grazia Chiuri to the @Guggenheim International Gala. She paired the look with Dior accessories and glowy makeup by Dior Beauty. Swipe to see the savoir-faire behind the actress's look.
#StarsinDior https://t.co/5WCvSLaUS2"
"@NorahJones @Guggenheim You in Dior is music to our ears, Norah! We were delighted to dress you for this special occasion 🖤"
"For the @Guggenheim International Gala, @AADaddario wore a #DiorCouture Autumn-Winter 2022 look by Maria Grazia Chiuri. She paired the embroidered dress with Dior Fine Jewelry by Victoire de Castellane. Swipe to see the savoir-faire of her dress!
#StarsinDior 
© Vermont Paris https://t.co/S4eaA8onbO"
"The 'Fabulous World of Dior' façade at @Harrods has been transformed through an installation of glittering lights representing Dior's quintessential symbols from the compass rose to lucky stars. Learn more about the alluring display https://t.co/g9syCvL1HG.
#HarrodsChristmas https://t.co/8WptDpk4c5"
"In monochromatic looks by Maria Grazia Chiuri, @IsabelaMerced and @NorahJones wore a Dior red silk dress and a Dior Cruise 2023 black lace dress and shawl which they enhanced with makeup by Dior Beauty for the @Guggenheim International Gala.
#StarsinDior https://t.co/haeijf7Unx"
"Actresses Christian Serratos and @RachelBros both attended the @Guggenheim International Gala in looks by Maria Grazia Chiuri, but opted for contrasting colors in a Dior Cruise 2023 black embroidered ensemble and an ivory Dior 30 Montaigne Bar jacket and trousers.
#StarsinDior https://t.co/5clTOAunTp"
"Did you know the #LadyDior was coined after Diana, Princess of Wales, who first wore it in 1995? With its metallic charms and iconic Cannage embroidery, the model is a refined and elegant personification of the royal and the House which commemorates this beloved relationship. https://t.co/OLIPbcnSiI"
"Take a glimpse of actress Elizabeth Debicki as she assumes the role of Diana, Princess of Wales, in the new season of @TheCrownNetflix. To see how the star embodies the royal, equipped with her signature #LadyDior, stream the show available now! https://t.co/OGT0Bpgrbo"
"Baby Dior and @Harrods welcome you to discover the charming Dior pop-up from today until January 3, 2023. Discover a selection of curated window displays with irresistible accessories designed by Cordelia de Castellane. Tap on the card to join us on Instagram."
"Make your wish come true with the fairytale 'Fabulous World of Dior' pop-up at @Harrods! Open until January 3, 2023, visitors have the chance to discover this exclusive celebration of Dior with glowing installations, window displays and more https://t.co/g9syCvLzxe! https://t.co/cymxJAPD5a"
"As the holiday season approaches, the House invites you to discover the 'Fabulous World of Dior' pop-up at @Harrods. Open from tomorrow until January 3, 2023, visitors have the chance to discover this exclusive celebration of Dior with features that promise to enchant and amaze!"
Explore the #DiorSavoirFaire behind actress Elizabeth Debicki's dress which she wore to the premiere of @TheCrownNetflix. The piece from #DiorCouture Spring-Summer 2022 by Maria Grazia Chiuri was delicately hand pleated to create a glamorous open back detail and neck tie. https://t.co/taemMz6CQ4
Actress Elizabeth Debicki wore a #DiorCouture Spring-Summer 2022 dress by Maria Grazia for the world premiere of @TheCrownNetflix’s season 5. The elegant strapless black gown that boasts the House’s immaculate tailoring was paired with jewels by Victoire de Castellane. https://t.co/9WSYgX3k0o
Actress Elizabeth Debicki is a vision in marigold on the cover of @BritishVogue wearing a #DiorCruise 2023 look by Maria Grazia Chiuri and pieces from Dior Joaillerie by Victoire de Castellane. The star of @TheCrownNetflix series effortlessly embodies the elegance of the House. https://t.co/F3X88eDcIy
"For our #DiorJoaillerie ambassador Elizabeth Debicki, also known as the star of @TheCrownNetflix, her #LadyDior bag by Maria Grazia Chiuri is filled to the brim with essential items. Tap on the card to watch the video in full on Youtube."
"The 'Empreinte' boot from #DiorCruise 2023 by Maria Grazia Chiuri echoes the equestrian inspirations of the collection.
Delve into Dior's savoir-faire to see how the shoe is hand cut and precisely measured before adding a unique adjustable 'CD' buckle adornment."
Discover the savoir-faire behind the #DiorCruise 2023 'Empreinte' boot https://t.co/StdYAR8HlO by Maria Grazia Chiuri. And come back later for the video unveiling how the boot fuses Dior's craftsmanship with Andalusian riding styles for a model that transcends cultures. https://t.co/SGulGnoL0Y
"The 'La Rose Dior' garden by Victoire de Castellane grows by another flower added to the blooming buds with Rose Dior Couture. Actress and #DiorJoaillerie ambassador, Elizabeth Debicki, showcases the charming elegance of these floral creations. Tap on the card for more."
"Let your imagination run wild with La Collection Privée and discover the enchanted collection of scented dreams.
#DiorBeauty #DiorHoliday #DreamInDior #DiorLaCollectionPrivee
Discover more https://t.co/ovcPm4e4Wh https://t.co/WhLnRbEQ7Q"
"Inside every La Collection Privée fragrance is a scented journey waiting to unfold. This holiday season, embrace the Dior art of living with the imaginative trails of this exceptional collection.
#DiorBeauty #DiorHoliday #DreamInDior #DiorLaCollectionPrivee https://t.co/OqNAXw8XpS"
"Rediscover the iconic Gris Dior, the must-have fragrance from La Collection Privée Christian Dior, a couture dream brought to scented life.
#DiorBeauty #DiorHoliday #DreamInDior #DiorLaCollectionPrivee https://t.co/iM5OG0qXrI"
"Join the esteemed @SJMillinery as he delves into the savoir-faire behind the elaborate Diorodeo Hat from #DiorCruise 2023 by Maria Grazia Chiuri. Taking inspiration from traditional Andalusian riding hats, this model features recognizable signatures through the lens of Dior."
"Watch as the #DiorCruise 2023 jackets by Maria Grazia Chiuri are constructed in this savoir-faire video.
The Boxy style jacket and the iconic Bar jacket are reinvisioned through traditional Spanish accents like floral embroideries and Brandenburg buttons https://t.co/T30qD020xJ. https://t.co/SVjZBsQvfo"
The latest iteration of the Bar suit for #DiorCruise 2023 by Maria Grazia Chiuri uses technical fibers to create its long silhouette. Stay tuned for the savoir-faire video unveiling how the iconic model embraces Spanish couture for a unique flamenco inspired look! https://t.co/qStkZPR0ei
"As an original icon of the House since 1947, the #DiorBarJacket is emblematic of the New Look, a vision of powerful femininity, and, in itself, a symbol of French elegance https://t.co/EY5DHBA9GM. https://t.co/uWLkBjzcDb"
"The Corolle Lamp by Noé Duchaufour-Lawrance for #DiorMaison is created by supreme artisans in the Lorraine region. Forged by fire, it's mouth-blown and meticulously cut with a diamond saw. The portable light is perfect for any setting, discover more https://t.co/GjJtU9IMpi. https://t.co/OjeCCLcP0B"
"From bead to bell, the Corolle Lamp by Noé Duchaufour-Lawrance for #DiorMaison is transformed through fire. Discover the magnificent #DiorSavoirFaire behind this essential piece https://t.co/0PRdHiUiay. https://t.co/Js2SMIooYg"
"Noé Duchaufour-Lawrance designs the elegant Corolle Lamp for #DiorMaison, in collaboration with Cordelia de Castellane. Its elegant dome shape is inspired by the curves of the Monsieur Dior's haute couture dresses and femme-fleurs silhouettes."
"Let the Dior stars bring you one step closer to your dream skin with the new jewel of age-reversing expertise, #DiorPrestige La Crème.
#DiorBeauty #DiorHoliday #DreamInDior https://t.co/DQRvwN1BMF"
"Wake up for love with #MissDior’s Millefiori bouquet, a sparkling constellation of flowers dressed with a couture bow.
#DiorBeauty #DiorHoliday #DreamInDior
Discover more https://t.co/zEw9N6lBwR https://t.co/RknP0JeiCa"
"For the very first time, the House of Dior is proud to announce Anya Taylor Joy as the muse of the Dior Beauty holiday campaign. A muse who shines under the Dior stars in a magical setting.
#DiorBeauty #DiorHoliday #DreamInDior https://t.co/PLx5rDKUaG"
"This Holiday season, embark on a festive journey under the Dior Beauty constellations. An enchanted dinner hosted by Anya Taylor Joy at Le Château de La Colle Noire, Christian Dior’s personal floral retreat in South of France. 
#DiorBeauty #DiorHoliday #DreamInDior https://t.co/yazZV7rkIP"
"Explore this Dior gown, with ruffled accents and a layered tulle skirt, created for the new series #MarieAntoinette. To see the exceptional look, watch the show now streaming only on @CanalPlus.
© Caroline Dubois - Capa Drama / Banijay Studios France / Les Gens / Canal+ https://t.co/9veIZQaazv"
"Some of the iconic symbols used in Dior creations like the star, the lily of the valley, and the four leaf clover, stemmed from Monsieur Dior's superstitions, and were believed to bring him luck. Tap on the card to discover more of these ethereal charms."
"The plentiful Jardin Botanique motif spreads across pieces from the #DiorCruise 2023 collection by Maria Grazia Chiuri https://t.co/StdYARqiKo. In dark or white chromatic arrangement, this motif adorns tiered skirts and bags like the iconic Dior Book Tote.
© Laura Sciacovelli https://t.co/uiSjuJGItF"
"Discover the romantic florals of the Jardin Botanique motif which add hints of whimsy to the #DiorCruise 2023 collection by Maria Grazia Chiuri https://t.co/StdYARqiKo. These buds flourish on a pink 'Lady D-Lite' bag and accompany Dior Tribales earrings.
© Laura Sciacovelli https://t.co/M7oBz1XrOc"
"The #DiorCruise 2023 collection by Maria Grazia Chiuri melds symbols of the House with Sevillan elegance through pieces like the Dior Saddle bag, 'Dior Tribales' bracelets and 'Dior Granville' rings. Tap on the cards to discover the full collection.
© Laura Sciacovelli"
https://t.co/Dwdzs6HZJ7
"The Baby Dior boutique at Saks 5th Avenue has tapped into its wild side with a leopard print decor inspired by Monsieur Dior's muse, Mizza Bricard. Discover the newest creations by Cordelia de Castellane here, and tap on the cards to discover more from #BabyDior."
"Explore some of the iconic pieces reinterpreted by Thebe Magugu for this incredibly limited Dior capsule. Click through to see details of the collaboration, which supports Charlize Theron's CTAOP organization.
© Travys Owen"
"Dior is delighted to unveil the Thebe Magugu x CTAOP capsule by Maria Grazia Chiuri and South African designer Thebe Magugu. The collection is a colorful, contemporary take on sisterhood and available now.
© Travys Owen https://t.co/GRvZet4U1i"
"#DiorJoaillerie muse @CaraDelevingne wears new pieces from the Rose des Vents collection by Victoire de Castellane, inspired by a compass rose and lucky star that crossed Christian Dior's path. Tap on the card to discover the collection."
"#DiorJoaillerie muse @CaraDelevingne in the Rose Céleste médaillons and earrings. With a shining sun and lullaby moon, they're two diamond-flecked sides of the same coin. See more from the Rose des Vents collection https://t.co/U6qTzuwP7X. https://t.co/EPoLHge7xl"
"Discover our new series of lucky talismans from the iconic 'Rose des Vents' jewellery collection by Victoire de Castellane. From charm bracelets to a larger version of the 'Rose Celeste' medallion necklace, browse the range on our website and in your nearest Dior boutique."
"The La Colle Noire collection by Cordelia de Castellane, inspired by Christian Dior's château, is an ethereal array of tableware that celebrates the garden with vibrant hues and floral motifs. Tap on the card to for more about the #DiorMaison universe."
Dine with the new La Colle Noire collection by Cordelia de Castellane. The Artistic Director dresses her table with the botanical inspired collection as a tribute to Monsieur Dior's Provencal escape. Tap on the card to discover more from #DiorMaison.
"For this holiday season, Peter Philips, created two limited-edition 5 Couleurs Couture eyeshadow palettes: Cosmic Eyes in stellar gold tones and Galactic in otherworldly shades of silver.
#DiorBeauty #DiorMakeup #DreamInDior #DiorHoliday

Discover more https://t.co/ksD6lW8kOi https://t.co/f7V1YbZuvO"
"Look to the stars. 
When creating the Holiday 2022 collection, Peter Philips, drew inspiration from Christian Dior’s fascination for the constellations.
#DiorBeauty #DiorMakeup #DreamInDior #DiorHoliday https://t.co/duBSIRloYK"
"A limited-edition Rouge Dior opens to reveal a lipstick engraved with a delicate constellation like a map of the night sky, designed by Italian artist Pietro Ruffo. For this holiday season, Peter Philips has created 4 exclusive and festive shades. 
#DiorBeauty #DiorMakeup https://t.co/qBIxu7DFpO"
"Peter Philips, Creative &amp; Image Director for Dior Makeup, created a holiday look as radiant as the stars. And Anya Taylor Joy, the muse for this year's holiday collection, shines the brightest of all.

#DiorBeauty #DiorMakeup #DreamInDior #DiorHoliday https://t.co/lKl2YEBc3R"
"This holiday season, we invite you to discover the Atelier of Dreams with a very special Dior muse. Who is it? Stay tuned to find out…  
#DiorBeauty #DiorMakeup #DreamInDior #DiorHoliday https://t.co/OYXGyD5zoQ"
"Dressed in stunning Dior dresses by Maria Grazia Chiuri, dancer Greta Elizondo and actress @AzulGuaita showed their support for women in creative industries by attending the Kaluz Museum and Dior Gala in celebration of Mexican women in art history.
#StarsinDior https://t.co/Dh9R4vFpOA"
"Actor @PierreNiney attended the premiere of #Mascarade wearing a Dior beige suede jacket, black cotton t-shirt, grey pants and a pair of black derbies by Kim Jones for his dressed down look.
#StarsinDior https://t.co/WOroPyu8GA"
"The #DiorCruise 2023 https://t.co/StdYARqQzW by Maria Grazia Chiuri embroideries on a cape-coat are repeated on a 'Lady Dior', and urban sunglasses find a stylistic echo in a new take on the traditional Andalusian hat by @SJMillinery in the new campaign by Laura Sciacovelli. https://t.co/t9bJUhn9yN"
"Two sensual, off-the-shoulder taffeta gowns highlight the unrepentant femininity of #DiorCruise 2023 by Maria Grazia Chiuri https://t.co/StdYAR8HlO, a force carried through in Baroque motifs, fringe and lace, with which a 'Lady D-Joy' bag partners perfectly.
© Laura Sciacovelli https://t.co/aAdoe2ooK7"
"A passionate dialogue between the excellence of the House's Ateliers and the richness of Spanish craftsmanship, discover the Dior Cruise 2023 collection by Maria Grazia Chiuri on our website and in your nearest Dior boutique."
"Depictions of Carmen Amaya, the flamenco dancer who radically wore men's attire to perform, color romantic bustier dresses and frogging-trimmed equestrian jackets in the #DiorCruise 2023 collection https://t.co/StdYARqQzW by Maria Grazia Chiuri.
© Laura Sciacovelli https://t.co/abQzGtoGEE"
"A richly embellished love letter to Southern Spain, the #DiorCruise 2023 collection by Maria Grazia Chiuri, unveiled in an unforgettable nighttime show earlier this year in Seville, is now available https://t.co/6fHxqb644p and in boutiques.
© Laura Sciacovelli https://t.co/HPJ9o3rhkI"
"Head to YouTube Premiere now to watch the enthralling #DiorCruise 2023 by Maria Grazia Chiuri campaign film that captures the elegance, energy and allure of Andalusia.
© Music composed and conducted by Alberto Iglesias
Music supervision Michel Gaubert"
"Dressed by Maria Grazia Chiuri for the premiere of “The School for Good and Evil”, actress @CharlizeAfrica tapped into her dark side with a #DiorCruise 2023 black silk shirt and taffeta skirt for an alluring look. 
#StarsinDior https://t.co/FiAGY5NH8e"
"Stay tuned for the #DiorCruise 2023 by Maria Grazia Chiuri video, unveiled tomorrow at 10AM CET on our YouTube channel https://t.co/Uu7WG39ttg, as the culture and ambiance of Andalusia come to the fore for a hypnotic immersion into the collection's inspirations. https://t.co/YtKiPtemfN"
"Get ready for the film from the #DiorCruise 2023 by Maria Grazia Chiuri campaign, unveiled on Twitter and YouTube Premiere at 10 am CET tomorrow, October 20."
The House is collaborating with the Kaluz Museum in an effort to preserve and reinforce women's roles in Mexico's cultural heritage as promoted through a gala for the [RE]Generando narrativas e imaginarios exhibition. Tap the card to watch the full video on our YouTube channel.
"Paris Saint-Germain footballer @KMBappe attended the #BallonDor ceremony in a classically elegant look by Kim Jones, wearing a Dior men's black velvet tuxedo, white collar shirt, and a pair of black patent leather derbies.
#StarsinDior https://t.co/pJ3s13bAxn"
Discover the elegant table settings designed by Cordelia de Castellane for the Kaluz Museum by Dior gala. The event was curated by #DiorMaison with exceptional pieces from the Monsieur Dior collection. Find more about the Dior Maison world https://t.co/0PRdHiUiay. https://t.co/sYXodQOtVY
"In a black silk chiffon embroidered dress from #DiorCruise 2023 by Maria Grazia Chiuri, actress @KaitlynDever had a regal elegance for her appearance at the 2nd Annual @AcademyMuseum Gala.
#StarsinDior https://t.co/90ipTlapIO"
"Dressed in a #DiorCouture look by Maria Grazia Chiuri, actress @AADaddario illuminated the photocall of the 2nd Annual @AcademyMuseum Gala in a long ecru silk crepe dress, embroidered with metallic thread and fine grey pearl fishnet.
#StarsinDior https://t.co/eNBfXK9Usz"
"Actress @LilyCollins was dressed by Maria Grazia Chiuri for her stunning appearance at the 2nd Annual @AcademyMuseum Gala in a #DiorAW22 sheer knit top and printed taffeta skirt.
#StarsinDior https://t.co/NN5EWQoGem"
"@KaitlynDever @AcademyMuseum Such a stunning look on you, Kaitlyn! It was a pleasure to dress you for the Academy Museum Gala 🖤"
"A new hybrid shoe model from #DiorSpring23 by Kim Jones beckons you to discover a groundbreaking addition to Dior footwear. The Diorizon shoes are available in both low and high-cuts, and come in a varied chromatic palette which you can discover by tapping on the card."
"For a very special holiday season, the House of Dior has partnered with Italian artist Pietro Ruffo. 
#DiorBeauty #DiorHoliday #DreamInDior https://t.co/ym0dyey95x"
"This year, the House of Dior is delighted to bring the most enchanted time of year to life through an exclusive collaboration with an Italian artist, a close friend of the House... Stay tuned...
#DiorBeauty #DiorHoliday #DreamInDior https://t.co/nUBSZDh1ua"
"The House is opening its doors for Les Journées Particulières, and @LenaSituations is getting an early preview! Tap on the card to watch Lena go behind the scenes of Dior's magic on our YouTube channel."
"Les Journées Particulières are back! Dior welcomes you to #Dior30Montaigne with workshops and esteemed ateliers from October 14 to 16, 2022. Take a behind the scenes look of the event with @LenaSituations, and tap on the card to watch the full video on our YouTube channel!"
"Immerse yourself in the hypnotizing savoir-faire video behind the new Diorizon shoes from #DiorSpring23 by Kim Jones https://t.co/vyPSd11spq. Handcrafted in the Dior ateliers, artisans used meticulous techniques reflecting the House's excellence and innovation. https://t.co/DkswRpVm5U"
"Explore the savoir-faire behind the Diorizon shoes from #DiorSpring23 by Kim Jones https://t.co/vyPSd11spq. From the 3D sole to the Dior logo embroidery, these shoes have a distinguished hybrid look in a variety of colors and cuts. Stay tuned for the in-depth making-of video. https://t.co/KMrpTDw5hx"
Introducing the Diorizon shoes designed by Kim Jones for #DiorSpring23 https://t.co/tSs5Ymi7IP. Hiking details with a 3D crafted sole fuses the aesthetic spirit of the House with functionality. Stay tuned for the savoir-faire behind this hybrid model. https://t.co/ykRMcAIJ16
"As an ode to the beauty of movement, the #DiorSki Capsule by Kim Jones https://t.co/YvOZVJoGv7 brings House codes to the slopes through reimagined motifs and technical pieces created with @DescenteSki that offer functional and innovative design. https://t.co/ddioOrkFdV"
"Command the slopes in daring silhouettes from the #DiorSki Capsule by Kim Jones https://t.co/YvOZVJoGv7. Equipped with a full range of ski accessories designed with  @POCSports and new #CDDiamond motifs, this collection makes exploring the mountainside a breeze. https://t.co/jthdfl02Y7"
"In time for the dropping temperatures, the House presents a new #DiorSki capsule by Kim Jones https://t.co/YvOZVJoGv7. Discover the rich hues adorned with the Ski Capsule #CDDiamond logo and a graphic snowboard made with AK Ski, available in Dior boutiques and online. https://t.co/AdOj4QG0Dl"
"Discover the range of Dior Essentials designed by Kim Jones https://t.co/At0yqtpvzg. Using quintessential hallmarks of the House, this collection exemplifies the excellence of refinement. With clean tailoring and minimal colors, menswear pieces evoke the spirit of Dior. https://t.co/PzWSGUbDVm"
Introducing the timeless and seasonless Dior Essentials collection by Kim Jones. A carefully curated selection of menswear offers the traditional lines of masculine styles and House signatures like the 'Dior Oblique' motif and Cannage embroidery in a subdued chromatic palette.
"Artist Pietro Ruffo reveals how his floral millefiori masterpiece came into creation. Designed exclusively to showcase the limited-edition Miss Dior prestige bottle housing the fresh and sensual Miss Dior Eau de Parfum.
•
#DiorBeauty #MissDior #WakeUpForLove https://t.co/EalsdVlj7K"
"Anya Taylor-Joy holds more than a cream. Dior Prestige La Crème represents a new anti-aging frontier. The ultimate union of floral science and Dior’s skincare expertise, to visibly reverse the signs of aging. 
•
#DiorBeauty #DiorPrestige #TheReverseCream https://t.co/kOBq8jdKDG"
"(Re)discover Maria Grazia Chiuri's #DiorAW22 creations through the lens of stylist and photographer, Maripol, as seen in these captured polaroids. Find your favorite models of women's footwear https://t.co/i3eEXFOMLK. https://t.co/dvBmE6GUuZ"
Stylist and photographer Maripol brought her unique vision to Maria Grazia Chiuri's #DiorAW22 designs with her polaroid pictures. Discover the iconic Dior shoes https://t.co/i3eEXFOeWc from a whimsical new perspective. https://t.co/dPdlpUWkGv
"Discover the works of Claude and François-Xavier Lalanne in an exclusive preview at #Dior30Montaigne. The House invites you to immerse yourself into this creative realm and tap into the ingenious vision that Monsieur Dior himself cherished.
© Adrien Dirand
© ADAGP, Paris, 2022"
@Kpop_Herald @NewJeans_ADOR @bazaarkorea Talk about a girl group! @NewJeans_ADOR looks sensational decked out in Dior for their @BazaarKorea cover💕
@Kpop_Herald @NewJeans_ADOR @bazaarkorea Haerin shows off her sweet and fierce sides in these Dior looks! We love to see her work the camera 💙
@Kpop_Herald @NewJeans_ADOR @bazaarkorea Danielle is the definition of ethereal in this Dior look! Such a stunning spread 🤍
"Actor Hero Fiennes-Tiffin made a dashing appearance at the London premiere for the film @WomanKingMovie wearing a tailored black Dior men suit by Kim Jones.
#StarsinDior https://t.co/512WDgaHCo"
"@Kpop_Herald @NewJeans_ADOR @bazaarkorea Hanni still manages to turn up the temperature, even when its cold! Looking gorgeous here in Dior 🖤"
"Dior ambassador @AnyaTaylorJoy stunned on the front page of @VogueAustralia, truly embodying the tagline of 'Rogue Royalty' in a gown by Maria Grazia Chiuri. The rich reds paired with opera gloves and a statement necklace compliment the star’s regal essence.
#StarsinDior https://t.co/H8YZ6p33Ms"
