"After a decade of denial and delay, we're doing what it takes to protect the environment. https://t.co/Le0w9ebb9A"
World’s best iso companion #Toto https://t.co/ZiGlyv01fV
"My opinion piece in the @dailytelegraph today, taken from my Bradfield Oration, lays out my vision for connected, sustainable cities that enhance quality of life. [2/2]"
"Australia has the skills and the smarts to produce projects and precincts that unify our cities, grow our economies and serve our communities. [1/2] https://t.co/vwP17wUy2O"
I'll be speaking with @LaTrioli on @abcmelbourne at 9.30am.
"This afternoon I had a routine PCR test which has returned a positive result for COVID-19. 

I will be isolating and will continue to work from home. 

I encourage anyone who is unwell to test and to take any extra precautions to keep their families and neighbours well."
Today on International Volunteer Day we say thanks for all you do - today and every day.
"This year has been tough for many Australians facing natural disasters.

Our volunteers have been incredible. They've stepped up to help with everything from providing food, to sandbagging, to fighting fires. https://t.co/pHKPi3CVP3"
"Even thought Parliament has risen for the year, we are working hard across all levels of government to provide cost of living relief for Australians. Wishing a happy and safe summer to all. https://t.co/frRYex9jwa"
And who could forget the jubilant scenes across our country this morning as the @Socceroos did us proud on the world stage. https://t.co/Tgr98QiwFk
Senator @SenatorPayman brought me a box of hearts made by WA school kids and @DanRepacholi brought in his ‘Burgers of the Hunter’ calendar. https://t.co/HIdx7Exg6Y
We celebrated Australian music and we remembered 50 years since Gough Whitlam was elected. https://t.co/RqbXrL1cVe
"After opening the new National Situation Room with Minister @MurrayWatt on Monday, yesterday I was with flood-affected communities in South Australia with Premier @PMalinauskasMP. https://t.co/rN4dB056S9"
"I welcomed Finnish Prime Minister @MarinSanna to Kirribilli House to discuss trade, climate and security issues. https://t.co/5GCKWpxWSX"
Professor Sean Turnell visited Parliament after nearly two years of unjust incarceration in Myanmar. https://t.co/dKQvVWqykd
We heard how the Aboriginal and Torres Straight Islander Voice to Parliament can be a unifying moment and can help with Closing the Gap. https://t.co/pIG8TyupCN
"It’s been a big week, with legislation passing on:

✅ Establishing the National Anti-Corruption Commission  
✅ Preventing sexual harassment at work 
✅ Getting wages moving, closing the gender pay gap, and creating more secure jobs
✅ Making sure companies keep your data safe https://t.co/6zz6Ypw3eo"
You did Australia proud on the world’s biggest stage @socceroos 👏🇦🇺 #outstanding #FIFAWorldCup
Goal!! @Socceroos #backinit #GiveIt100
Up the @socceroos - the whole country is behind you 💚💛⚽️ #socceroos #giveit100 #fifaworldcup https://t.co/JkOBZ7VdkJ
Big morning ahead #GoSocceroos 💚💛⚽️ https://t.co/XunS9nEOPq
"Delightful to meet Mia today. Her parents told me she was born half an hour after the polls closed on May 21st, giving us both a reason to celebrate the day. https://t.co/t00s8lGO3r"
